"銘柄名"	"銘柄コード"	"市場部略称"	"T"	"現在値"	"時刻"	"前日比"	"前日比率"	"出来高"
"ヒューマン・メタボローム・テク"	"6090"	"東マ"	"▼"	"906.0"	"15:00"	"-51.0"	"-5.33%"	"24,300"
"ウエスコホールディングス"	"6091"	"東２"	"▲"	"345.0"	"15:00"	"0.0"	"0.00%"	"6,900"
"エンバイオ・ホールディング"	"6092"	"東マ"	"▲"	"596.0"	"15:00"	"+16.0"	"+2.76%"	"37,600"
"エスクローＡＪ"	"6093"	"東１"	"▲"	"300.0"	"15:00"	"+6.0"	"+2.04%"	"351,900"
"フリークアウトＨＬＤＧＳ"	"6094"	"東マ"	"▲"	"1,918.0"	"15:00"	"-17.0"	"-0.88%"	"73,600"
"メドピア"	"6095"	"東マ"	"▲"	"2,435.0"	"15:00"	"+50.0"	"+2.10%"	"113,400"
"レアジョブ"	"6096"	"東マ"	"▲"	"2,870.0"	"15:00"	"0.0"	"0.00%"	"18,100"
"日本ビューホテル"	"6097"	"東１"	"▼"	"1,182.0"	"15:00"	"+20.0"	"+1.72%"	"28,000"
"リクルートホールディングス"	"6098"	"東１"	"▼"	"3,329.0"	"15:00"	"+39.0"	"+1.19%"	"4,112,800"
"エラン"	"6099"	"東１"	"▲"	"1,687.0"	"15:00"	"0.0"	"0.00%"	"141,600"
"ツガミ"	"6101"	"東１"	"▼"	"997.0"	"15:00"	"-37.0"	"-3.58%"	"1,994,200"
"オークマ"	"6103"	"東１"	"▼"	"6,510.0"	"15:00"	"-70.0"	"-1.06%"	"333,600"
"東芝機械"	"6104"	"東１"	"▲"	"2,526.0"	"15:00"	"-16.0"	"-0.63%"	"146,500"
"小島鉄工所"	"6112"	"東２"	"▼"	"1,012.0"	"15:00"	"-14.0"	"-1.36%"	"1,000"
"アマダホールディングス"	"6113"	"東１"	"▼"	"1,236.0"	"15:00"	"-18.0"	"-1.44%"	"1,413,100"
"アイダエンジニア"	"6118"	"東１"	"▼"	"872.0"	"15:00"	"-7.0"	"-0.80%"	"148,200"
"滝澤鉄工所"	"6121"	"東１"	"▼"	"1,560.0"	"15:00"	"+1.0"	"+0.06%"	"18,200"
"岡本工作"	"6125"	"東２"	"▼"	"2,965.0"	"15:00"	"-70.0"	"-2.31%"	"16,800"
"浜井産業"	"6131"	"東２"	"▼"	"870.0"	"15:00"	"+35.0"	"+4.19%"	"3,900"
"ＦＵＪＩ"	"6134"	"東１"	"▼"	"1,669.0"	"15:00"	"-36.0"	"-2.11%"	"423,300"
"牧野フライス"	"6135"	"東１"	"▲"	"4,690.0"	"15:00"	"-170.0"	"-3.50%"	"511,100"
"オーエスジー"	"6136"	"東１"	"▼"	"2,229.0"	"15:00"	"-26.0"	"-1.15%"	"184,800"
"小池酸素"	"6137"	"東２"	"▼"	"2,341.0"	"14:59"	"-9.0"	"-0.38%"	"1,500"
"ダイジェット"	"6138"	"東１"	"▼"	"1,733.0"	"15:00"	"+7.0"	"+0.41%"	"900"
"旭ダイヤモンド"	"6140"	"東１"	"▲"	"787.0"	"15:00"	"-9.0"	"-1.13%"	"227,200"
"ＤＭＧ森精機"	"6141"	"東１"	"▲"	"1,590.0"	"15:00"	"-8.0"	"-0.50%"	"1,110,200"
"ソデイツク"	"6143"	"東１"	"▼"	"998.0"	"15:00"	"+9.0"	"+0.91%"	"593,400"
"西部電機"	"6144"	"東２"	"▼"	"978.0"	"15:00"	"-3.0"	"-0.31%"	"2,300"
"日特エンジニアリング"	"6145"	"ＪＱ"	"▲"	"2,780.0"	"15:00"	"+23.0"	"+0.83%"	"74,700"
"ディスコ"	"6146"	"東１"	"▲"	"19,080.0"	"15:00"	"-260.0"	"-1.34%"	"259,800"
"ヤマザキ"	"6147"	"ＪＱ"	"▼"	"399.0"	"09:00"	"0.0"	"0.00%"	"200"
"小田原エンジニアリング"	"6149"	"ＪＱ"	"▼"	"2,288.0"	"15:00"	"-49.0"	"-2.10%"	"24,100"
"タケダ機械"	"6150"	"ＪＱ"	"▲"	"2,975.0"	"12:30"	"+2.0"	"+0.07%"	"400"
"日東工器"	"6151"	"東１"	"▼"	"2,291.0"	"15:00"	"-25.0"	"-1.08%"	"9,300"
"高松機械工業"	"6155"	"東２"	"▲"	"972.0"	"15:00"	"-16.0"	"-1.62%"	"36,700"
"エーワン精密"	"6156"	"ＪＱ"	"▲"	"2,860.0"	"12:56"	"0.0"	"0.00%"	"400"
"日進工具"	"6157"	"東１"	"▼"	"2,539.0"	"15:00"	"-34.0"	"-1.32%"	"10,500"
"和井田製作所"	"6158"	"ＪＱ"	"▲"	"1,502.0"	"15:00"	"-8.0"	"-0.53%"	"36,300"
"ミクロン精密"	"6159"	"ＪＱ"	"▲"	"1,265.0"	"15:00"	"+15.0"	"+1.20%"	"3,000"
"エスティック"	"6161"	"東２"	"▼"	"6,650.0"	"15:00"	"-700.0"	"-9.52%"	"57,400"
"銘柄名"	"銘柄コード"	"市場部略称"	"T"	"現在値"	"時刻"	"前日比"	"前日比率"	"出来高"
"太陽工機"	"6164"	"ＪＱ"	"▲"	"1,552.0"	"15:00"	"-6.0"	"-0.39%"	"7,400"
"パンチ工業"	"6165"	"東１"	"▼"	"640.0"	"15:00"	"-9.0"	"-1.39%"	"108,200"
"中村超硬"	"6166"	"東マ"	"▼"	"701.0"	"15:00"	"-2.0"	"-0.28%"	"109,000"
"冨士ダイス"	"6167"	"東１"	"▼"	"635.0"	"15:00"	"-4.0"	"-0.63%"	"47,900"
"土木管理総合試験"	"6171"	"東１"	"▼"	"455.0"	"15:00"	"-8.0"	"-1.73%"	"27,500"
"メタップス"	"6172"	"東マ"	"▼"	"1,189.0"	"15:00"	"+12.0"	"+1.02%"	"126,000"
"アクアライン"	"6173"	"東マ"	""	"1,665.0"	"  :  "	"0.0"	"0.00%"	"0"
"デンタス"	"6174"	"東マ"	""	"3,200.0"	"  :  "	"0.0"	"0.00%"	"0"
"ネットマーケティング"	"6175"	"東１"	"▲"	"480.0"	"15:00"	"-7.0"	"-1.44%"	"182,800"
"ブランジスタ"	"6176"	"東マ"	"▲"	"889.0"	"15:00"	"-4.0"	"-0.45%"	"21,500"
"ＡｐｐＢａｎｋ"	"6177"	"東マ"	"▼"	"351.0"	"15:00"	"-31.0"	"-8.12%"	"732,900"
"日本郵政"	"6178"	"東１"	"▼"	"1,243.0"	"15:00"	"+5.0"	"+0.40%"	"5,980,700"
"ＷＢＦリゾート沖縄"	"6179"	"東マ"	""	"17,000.0"	"  :  "	"0.0"	"0.00%"	"0"
"ＧＭＯメディア"	"6180"	"東マ"	"▼"	"1,667.0"	"15:00"	"-73.0"	"-4.20%"	"3,700"
"パートナーエージェント"	"6181"	"東マ"	"▼"	"398.0"	"15:00"	"-5.0"	"-1.24%"	"24,800"
"ロゼッタ"	"6182"	"東マ"	"▲"	"4,265.0"	"15:00"	"-80.0"	"-1.84%"	"357,400"
"ベルシステム２４ＨＬＤＧＳ"	"6183"	"東１"	"▼"	"1,623.0"	"15:00"	"-21.0"	"-1.28%"	"144,500"
"鎌倉新書"	"6184"	"東１"	"▼"	"1,448.0"	"15:00"	"-11.0"	"-0.75%"	"864,100"
"ソネット・メディア・ネットワー"	"6185"	"東１"	"▼"	"1,057.0"	"15:00"	"-9.0"	"-0.84%"	"140,700"
"一蔵"	"6186"	"東１"	"▲"	"549.0"	"15:00"	"+4.0"	"+0.73%"	"11,900"
"ＬＩＴＡＬＩＣＯ"	"6187"	"東１"	"▼"	"1,794.0"	"15:00"	"-10.0"	"-0.55%"	"16,500"
"富士ソフトサービスビュー"	"6188"	"東２"	"▼"	"363.0"	"15:00"	"+10.0"	"+2.83%"	"56,500"
"グローバルキッズＣＯＭＰ"	"6189"	"東１"	"▼"	"1,035.0"	"15:00"	"-25.0"	"-2.36%"	"18,100"
"フェニックスバイオ"	"6190"	"東マ"	"▲"	"897.0"	"14:59"	"-22.0"	"-2.39%"	"6,600"
"エボラブルアジア"	"6191"	"東１"	"▼"	"2,091.0"	"15:00"	"-23.0"	"-1.09%"	"89,100"
"ハイアス・アンド・カンパニー"	"6192"	"東マ"	"▼"	"307.0"	"15:00"	"-1.0"	"-0.32%"	"72,400"
"バーチャレクスＨＬＤＧＳ"	"6193"	"東マ"	"▼"	"723.0"	"15:00"	"+2.0"	"+0.28%"	"3,300"
"アトラエ"	"6194"	"東１"	"▼"	"3,390.0"	"15:00"	"+150.0"	"+4.63%"	"106,200"
"ホープ"	"6195"	"東マ"	"▲"	"1,007.0"	"13:12"	"+5.0"	"+0.50%"	"100"
"ストライク"	"6196"	"東１"	"▲"	"2,014.0"	"15:00"	"-51.0"	"-2.47%"	"97,600"
"ソラスト"	"6197"	"東１"	"▲"	"1,108.0"	"15:00"	"+8.0"	"+0.73%"	"572,500"
"キャリア"	"6198"	"東マ"	"▲"	"640.0"	"15:00"	"+17.0"	"+2.73%"	"103,100"
"セラク"	"6199"	"東１"	"▲"	"665.0"	"15:00"	"-16.0"	"-2.35%"	"163,100"
"インソース"	"6200"	"東１"	"▼"	"2,324.0"	"15:00"	"-13.0"	"-0.56%"	"116,300"
"豊田自動織機"	"6201"	"東１"	"▲"	"6,300.0"	"15:00"	"+180.0"	"+2.94%"	"976,000"
"豊和工業"	"6203"	"東１"	"▼"	"969.0"	"15:00"	"+14.0"	"+1.47%"	"212,400"
"ＯＫＫ"	"6205"	"東１"	"▼"	"803.0"	"15:00"	"0.0"	"0.00%"	"10,500"
"石川製作所"	"6208"	"東１"	"▼"	"1,489.0"	"15:00"	"-35.0"	"-2.30%"	"108,000"
"東洋機械金属"	"6210"	"東１"	"▼"	"625.0"	"15:00"	"+10.0"	"+1.63%"	"108,300"
"津田駒工業"	"6217"	"東１"	"▼"	"1,895.0"	"15:00"	"-22.0"	"-1.15%"	"21,300"
"エンシュウ"	"6218"	"東１"	"▼"	"1,184.0"	"15:00"	"-6.0"	"-0.50%"	"19,900"
"島精機製作所"	"6222"	"東１"	"▲"	"3,725.0"	"15:00"	"-115.0"	"-2.99%"	"185,200"
"自律制御システム研究"	"6232"	"東マ"	"▼"	"3,620.0"	"15:00"	"+5.0"	"+0.14%"	"54,600"
"極東産機"	"6233"	"ＪＱ"	"▲"	"617.0"	"15:00"	"-12.0"	"-1.91%"	"24,700"
"オプトラン"	"6235"	"東１"	"▼"	"2,917.0"	"15:00"	"+20.0"	"+0.69%"	"481,700"
"ＮＣホールディングス"	"6236"	"東１"	"▼"	"557.0"	"15:00"	"-1.0"	"-0.18%"	"7,200"
"イワキポンプ"	"6237"	"東１"	"▼"	"962.0"	"15:00"	"-21.0"	"-2.14%"	"138,000"
"フリュー"	"6238"	"東１"	"▼"	"1,004.0"	"15:00"	"-19.0"	"-1.86%"	"51,800"
"ナガオカ"	"6239"	"ＪＱ"	"▲"	"838.0"	"15:00"	"+48.0"	"+6.08%"	"238,900"
"ヤマシンフィルタ"	"6240"	"東１"	"▼"	"719.0"	"15:00"	"-2.0"	"-0.28%"	"281,900"
"ヒラノテクシード"	"6245"	"東２"	"▼"	"1,860.0"	"15:00"	"-34.0"	"-1.80%"	"48,400"
"テクノスマート"	"6246"	"東２"	"▼"	"922.0"	"15:00"	"-18.0"	"-1.91%"	"37,800"
"日阪製作所"	"6247"	"東１"	"▼"	"986.0"	"15:00"	"+10.0"	"+1.02%"	"36,500"
"横田製作所"	"6248"	"ＪＱ"	""	"1,000.0"	"  :  "	"0.0"	"0.00%"	"0"
"ゲームカード・ジョイコＨＤ"	"6249"	"ＪＱ"	"▲"	"1,363.0"	"15:00"	"+1.0"	"+0.07%"	"1,300"
"やまびこ"	"6250"	"東１"	"▼"	"1,096.0"	"15:00"	"-4.0"	"-0.36%"	"51,600"
"野村マイクロ・サイエンス"	"6254"	"ＪＱ"	"▼"	"666.0"	"15:00"	"-6.0"	"-0.89%"	"11,700"
"エヌ・ピー・シー"	"6255"	"東マ"	"▲"	"337.0"	"15:00"	"0.0"	"0.00%"	"592,400"
"ニューフレアテクノロジー"	"6256"	"ＪＱ"	"▼"	"6,890.0"	"15:00"	"-30.0"	"-0.43%"	"8,700"
"藤商事"	"6257"	"ＪＱ"	"▼"	"957.0"	"15:00"	"+3.0"	"+0.31%"	"5,800"
"平田機工"	"6258"	"東１"	"▲"	"7,600.0"	"15:00"	"+40.0"	"+0.53%"	"102,500"
"ペガサスミシン製造"	"6262"	"東１"	"▼"	"642.0"	"15:00"	"+8.0"	"+1.26%"	"66,400"
"マルマエ"	"6264"	"東１"	"▼"	"954.0"	"15:00"	"-31.0"	"-3.15%"	"263,000"
"妙徳"	"6265"	"ＪＱ"	""	"1,980.0"	"09:00"	"0.0"	"0.00%"	"100"
"タツモ"	"6266"	"東１"	"▲"	"895.0"	"15:00"	"-4.0"	"-0.44%"	"97,500"
"ゼネラルパッカー"	"6267"	"ＪＱ"	"▲"	"2,119.0"	"15:00"	"+38.0"	"+1.83%"	"600"
"ナブテスコ"	"6268"	"東１"	"▲"	"3,390.0"	"15:00"	"-45.0"	"-1.31%"	"836,500"
"三井海洋開発"	"6269"	"東１"	"▼"	"3,405.0"	"15:00"	"-10.0"	"-0.29%"	"72,600"
"ニッセイ"	"6271"	"東２"	"▲"	"1,129.0"	"15:00"	"+28.0"	"+2.54%"	"1,400"
"レオン自動機"	"6272"	"東１"	"▼"	"1,673.0"	"15:00"	"-16.0"	"-0.95%"	"76,700"
"ＳＭＣ"	"6273"	"東１"	"▲"	"46,060.0"	"15:00"	"+550.0"	"+1.21%"	"371,700"
"新川"	"6274"	"東１"	"▼"	"498.0"	"15:00"	"-2.0"	"-0.40%"	"154,900"
"ナビタス"	"6276"	"ＪＱ"	"▲"	"476.0"	"15:00"	"+13.0"	"+2.81%"	"57,800"
"ホソカワミクロン"	"6277"	"東１"	"▼"	"5,220.0"	"15:00"	"-80.0"	"-1.51%"	"15,900"
"ユニオンツール"	"6278"	"東１"	"▼"	"3,060.0"	"15:00"	"-20.0"	"-0.65%"	"9,800"
"瑞光"	"6279"	"東２"	"▲"	"3,595.0"	"15:00"	"+15.0"	"+0.42%"	"6,500"
"前田製作所"	"6281"	"ＪＱ"	"▲"	"445.0"	"14:59"	"-1.0"	"-0.22%"	"21,400"
"オイレス工業"	"6282"	"東１"	"▼"	"1,855.0"	"15:00"	"-10.0"	"-0.54%"	"37,300"
"日精エーエスビー"	"6284"	"東１"	"▲"	"4,105.0"	"15:00"	"+105.0"	"+2.63%"	"35,000"
"静甲"	"6286"	"ＪＱ"	"▼"	"610.0"	"15:00"	"-8.0"	"-1.29%"	"6,100"
"サト－ホールディングス"	"6287"	"東１"	"▼"	"2,697.0"	"15:00"	"-8.0"	"-0.30%"	"83,000"
"技研製作所"	"6289"	"東１"	"▼"	"3,485.0"	"15:00"	"-5.0"	"-0.14%"	"65,000"
"日本エアーテック"	"6291"	"東１"	"▲"	"616.0"	"15:00"	"+12.0"	"+1.99%"	"7,900"
"カワタ"	"6292"	"東１"	"▲"	"1,472.0"	"15:00"	"-93.0"	"-5.94%"	"269,100"
"日精樹脂工業"	"6293"	"東１"	"▲"	"990.0"	"15:00"	"+18.0"	"+1.85%"	"62,900"
"オカダアイヨン"	"6294"	"東１"	"▲"	"1,306.0"	"15:00"	"-18.0"	"-1.36%"	"19,900"
"鉱研工業"	"6297"	"ＪＱ"	"▲"	"462.0"	"15:00"	"-9.0"	"-1.91%"	"16,100"
"ワイエイシイホールディングス"	"6298"	"東１"	"▼"	"865.0"	"15:00"	"-14.0"	"-1.59%"	"47,600"
"神鋼環境ソリューション"	"6299"	"東２"	"▼"	"1,914.0"	"15:00"	"-4.0"	"-0.21%"	"2,400"
"アピックヤマダ"	"6300"	"東２"	"▼"	"567.0"	"15:00"	"+1.0"	"+0.18%"	"104,400"
"小松製作所"	"6301"	"東１"	"▼"	"2,852.0"	"15:00"	"+15.0"	"+0.53%"	"5,275,500"
"住友重機械"	"6302"	"東１"	"▼"	"3,925.0"	"15:00"	"-55.0"	"-1.38%"	"559,300"
"ササクラ"	"6303"	"東２"	""	"2,455.0"	"  :  "	"0.0"	"0.00%"	"0"
"日立建機"	"6305"	"東１"	"▲"	"2,950.0"	"15:00"	"-32.0"	"-1.07%"	"1,804,500"
"日工"	"6306"	"東１"	"▼"	"2,450.0"	"15:00"	"-11.0"	"-0.45%"	"4,600"
"サンセイ"	"6307"	"東２"	"▼"	"399.0"	"14:06"	"-1.0"	"-0.25%"	"2,200"
"巴工業"	"6309"	"東１"	"▼"	"2,448.0"	"15:00"	"+12.0"	"+0.49%"	"20,000"
"井関農機"	"6310"	"東１"	"▼"	"1,735.0"	"15:00"	"0.0"	"0.00%"	"24,400"
"フロイント産業"	"6312"	"ＪＱ"	"▼"	"802.0"	"15:00"	"-6.0"	"-0.74%"	"13,100"
"ＴＯＷＡ"	"6315"	"東１"	"▲"	"921.0"	"15:00"	"-13.0"	"-1.39%"	"247,300"
"銘柄名"	"銘柄コード"	"市場部略称"	"T"	"現在値"	"時刻"	"前日比"	"前日比率"	"出来高"
"丸山製作所"	"6316"	"東１"	"▼"	"1,419.0"	"15:00"	"-8.0"	"-0.56%"	"5,000"
"北川鉄工所"	"6317"	"東１"	"▼"	"2,319.0"	"15:00"	"-13.0"	"-0.56%"	"8,500"
"シンニッタン"	"6319"	"東１"	"▼"	"365.0"	"15:00"	"-13.0"	"-3.44%"	"29,000"
"タクミナ"	"6322"	"東２"	"▲"	"1,910.0"	"15:00"	"+10.0"	"+0.53%"	"3,200"
"ローツェ"	"6323"	"東１"	"▼"	"2,602.0"	"15:00"	"-151.0"	"-5.48%"	"218,500"
"ハーモニック・ドライブ・シス"	"6324"	"ＪＱ"	"▼"	"4,380.0"	"15:00"	"-30.0"	"-0.68%"	"441,600"
"タカキタ"	"6325"	"東１"	"▲"	"576.0"	"15:00"	"-7.0"	"-1.20%"	"8,300"
"クボタ"	"6326"	"東１"	"▲"	"1,683.0"	"15:00"	"-4.5"	"-0.27%"	"2,839,300"
"北川精機"	"6327"	"ＪＱ"	"▼"	"500.0"	"15:00"	"-21.0"	"-4.03%"	"122,000"
"荏原実業"	"6328"	"東１"	"▲"	"2,085.0"	"15:00"	"+28.0"	"+1.36%"	"31,100"
"東洋エンジニア"	"6330"	"東１"	"▼"	"591.0"	"15:00"	"-6.0"	"-1.01%"	"114,700"
"三菱化工機"	"6331"	"東１"	"▼"	"1,564.0"	"15:00"	"+12.0"	"+0.77%"	"23,000"
"月島機械"	"6332"	"東１"	"▼"	"1,458.0"	"15:00"	"-15.0"	"-1.02%"	"27,700"
"帝国電機製作所"	"6333"	"東１"	"▼"	"1,129.0"	"15:00"	"+11.0"	"+0.98%"	"72,800"
"明治機械"	"6334"	"東２"	"▲"	"292.0"	"15:00"	"-1.0"	"-0.34%"	"15,300"
"東京機械"	"6335"	"東１"	"▼"	"422.0"	"15:00"	"-5.0"	"-1.17%"	"28,000"
"石井表記"	"6336"	"東２"	"▲"	"624.0"	"15:00"	"+16.0"	"+2.63%"	"4,200"
"テセック"	"6337"	"ＪＱ"	"▲"	"1,326.0"	"15:00"	"+5.0"	"+0.38%"	"28,400"
"タカトリ"	"6338"	"東２"	"▲"	"744.0"	"15:00"	"+7.0"	"+0.95%"	"29,300"
"新東工業"	"6339"	"東１"	"▲"	"1,043.0"	"15:00"	"-14.0"	"-1.32%"	"58,000"
"渋谷工業"	"6340"	"東１"	"▼"	"3,450.0"	"15:00"	"-25.0"	"-0.72%"	"20,200"
"太平製作所"	"6342"	"東２"	"▲"	"2,150.0"	"14:40"	"+33.0"	"+1.56%"	"2,300"
"フリージアマクロス"	"6343"	"東２"	"▼"	"123.0"	"15:00"	"-1.0"	"-0.81%"	"15,800"
"アイチコーポレーション"	"6345"	"東１"	"▼"	"758.0"	"15:00"	"-11.0"	"-1.43%"	"378,000"
"キクカワエンタープライズ"	"6346"	"東２"	"▼"	"6,970.0"	"15:00"	"+160.0"	"+2.35%"	"2,600"
"プラコー"	"6347"	"ＪＱ"	"▲"	"681.0"	"15:00"	"+6.0"	"+0.89%"	"300"
"小森コーポレーション"	"6349"	"東１"	"▼"	"1,284.0"	"15:00"	"-13.0"	"-1.00%"	"134,900"
"鶴見製作所"	"6351"	"東１"	"▼"	"1,997.0"	"15:00"	"+1.0"	"+0.05%"	"7,800"
"住友精密"	"6355"	"東１"	"▼"	"3,100.0"	"15:00"	"-40.0"	"-1.27%"	"8,300"
"日本ギア工業"	"6356"	"東２"	"▲"	"420.0"	"15:00"	"+3.0"	"+0.72%"	"6,000"
"三精テクノロジーズ"	"6357"	"東２"	"▲"	"1,538.0"	"15:00"	"+10.0"	"+0.65%"	"19,000"
"酒井重工業"	"6358"	"東１"	"▲"	"3,165.0"	"15:00"	"+172.0"	"+5.75%"	"42,800"
"東京自働機械"	"6360"	"東２"	"▼"	"1,590.0"	"15:00"	"-35.0"	"-2.15%"	"1,500"
"荏原製作所"	"6361"	"東１"	"▲"	"3,405.0"	"15:00"	"-20.0"	"-0.58%"	"501,200"
"石井鉄工所"	"6362"	"東１"	"▼"	"1,986.0"	"15:00"	"-13.0"	"-0.65%"	"3,400"
"酉島製作所"	"6363"	"東１"	"▼"	"1,008.0"	"15:00"	"-8.0"	"-0.79%"	"12,300"
"北越工業"	"6364"	"東１"	"▼"	"1,205.0"	"15:00"	"-9.0"	"-0.74%"	"34,400"
"電業社"	"6365"	"東２"	"▲"	"2,153.0"	"14:30"	"-8.0"	"-0.37%"	"1,800"
"千代田化工建"	"6366"	"東１"	"▼"	"352.0"	"15:00"	"+1.0"	"+0.28%"	"3,601,900"
"ダイキン工業"	"6367"	"東１"	"▲"	"14,100.0"	"15:00"	"+355.0"	"+2.58%"	"1,279,700"
"オルガノ"	"6368"	"東１"	"▼"	"3,305.0"	"15:00"	"+65.0"	"+2.01%"	"27,800"
"ト－ヨ－カネツ"	"6369"	"東１"	"▼"	"2,115.0"	"15:00"	"-24.0"	"-1.12%"	"29,200"
"栗田工業"	"6370"	"東１"	"▼"	"2,886.0"	"15:00"	"-10.0"	"-0.35%"	"292,000"
"椿本チエイン"	"6371"	"東１"	"▼"	"4,125.0"	"15:00"	"+30.0"	"+0.73%"	"66,700"
"大同工業"	"6373"	"東１"	"▼"	"867.0"	"15:00"	"-15.0"	"-1.70%"	"9,500"
"日機装"	"6376"	"東１"	"▼"	"1,373.0"	"15:00"	"-5.0"	"-0.36%"	"240,500"
"木村化工機"	"6378"	"東１"	"▼"	"370.0"	"15:00"	"-2.0"	"-0.54%"	"37,100"
"新興プランテック"	"6379"	"東１"	"▼"	"1,161.0"	"15:00"	"-6.0"	"-0.51%"	"56,900"
"オリエンタルチエン"	"6380"	"東２"	"▼"	"764.0"	"13:54"	"-18.0"	"-2.30%"	"500"
"アネスト岩田"	"6381"	"東１"	"▼"	"972.0"	"15:00"	"-3.0"	"-0.31%"	"19,200"
"トリニテイ工業"	"6382"	"東２"	"▲"	"697.0"	"15:00"	"+100.0"	"+16.75%"	"55,200"
"ダイフク"	"6383"	"東１"	"▲"	"6,780.0"	"15:00"	"+10.0"	"+0.15%"	"776,900"
"昭和真空"	"6384"	"ＪＱ"	"▲"	"1,270.0"	"15:00"	"+17.0"	"+1.36%"	"12,100"
"サムコ"	"6387"	"東１"	"▼"	"909.0"	"15:00"	"-6.0"	"-0.66%"	"19,200"
"加藤製作所"	"6390"	"東１"	"▼"	"2,793.0"	"15:00"	"+27.0"	"+0.98%"	"53,000"
"加地テック"	"6391"	"東２"	"▼"	"2,591.0"	"15:00"	"0.0"	"0.00%"	"2,000"
"ヤマダコーポレーション"	"6392"	"東２"	"▲"	"2,455.0"	"15:00"	"-3.0"	"-0.12%"	"700"
"油研工業"	"6393"	"東１"	"▼"	"1,735.0"	"15:00"	"-20.0"	"-1.14%"	"5,800"
"タダノ"	"6395"	"東１"	"▲"	"1,168.0"	"15:00"	"-1.0"	"-0.09%"	"658,900"
"宇野沢鉄工"	"6396"	"東２"	"▲"	"2,425.0"	"14:56"	"-10.0"	"-0.41%"	"1,600"
"不二精機"	"6400"	"ＪＱ"	"▲"	"301.0"	"15:00"	"-6.0"	"-1.95%"	"51,800"
"兼松エンジニアリング"	"6402"	"東２"	"▼"	"1,156.0"	"09:00"	"0.0"	"0.00%"	"200"
"水道機工"	"6403"	"ＪＱ"	"▲"	"2,254.0"	"15:00"	"-1.0"	"-0.04%"	"1,700"
"鈴茂器工"	"6405"	"ＪＱ"	"▲"	"1,213.0"	"14:55"	"+2.0"	"+0.17%"	"1,400"
"フジテック"	"6406"	"東１"	"▼"	"1,357.0"	"15:00"	"+4.0"	"+0.30%"	"108,700"
"ＣＫＤ"	"6407"	"東１"	"▼"	"1,281.0"	"15:00"	"-48.0"	"-3.61%"	"1,124,300"
"小倉クラッチ"	"6408"	"ＪＱ"	"▲"	"3,155.0"	"09:00"	"0.0"	"0.00%"	"400"
"キトー"	"6409"	"東１"	"▼"	"1,756.0"	"15:00"	"+10.0"	"+0.57%"	"103,200"
"中野冷機"	"6411"	"ＪＱ"	"▼"	"6,330.0"	"15:00"	"0.0"	"0.00%"	"3,100"
"平和"	"6412"	"東１"	"▼"	"2,212.0"	"15:00"	"-26.0"	"-1.16%"	"226,600"
"理想科学工業"	"6413"	"東１"	"▼"	"1,843.0"	"15:00"	"+13.0"	"+0.71%"	"24,800"
"川重冷熱工業"	"6414"	"ＪＱ"	""	"1,411.0"	"  :  "	"0.0"	"0.00%"	"0"
"桂川電機"	"6416"	"ＪＱ"	""	"1,077.0"	"  :  "	"0.0"	"0.00%"	"0"
"ＳＡＮＫＹＯ"	"6417"	"東１"	"▲"	"4,385.0"	"15:00"	"-10.0"	"-0.23%"	"193,200"
"日本金銭機械"	"6418"	"東１"	"▼"	"1,181.0"	"15:00"	"-2.0"	"-0.17%"	"241,800"
"マースグループＨＬＤＧＳ"	"6419"	"東１"	"▼"	"2,181.0"	"15:00"	"-25.0"	"-1.13%"	"19,600"
"福島工業"	"6420"	"東１"	"▲"	"3,850.0"	"15:00"	"-40.0"	"-1.03%"	"40,600"
"高見沢サイバネティックス"	"6424"	"ＪＱ"	"▲"	"1,329.0"	"15:00"	"+2.0"	"+0.15%"	"15,900"
"ユニバーサルエンターテインメン"	"6425"	"ＪＱ"	"▲"	"3,490.0"	"15:00"	"+5.0"	"+0.14%"	"84,100"
"オーイズミ"	"6428"	"東１"	"▼"	"395.0"	"15:00"	"+2.0"	"+0.51%"	"15,600"
"ダイコク電機"	"6430"	"東１"	"▲"	"1,517.0"	"15:00"	"+18.0"	"+1.20%"	"25,500"
"竹内製作所"	"6432"	"東１"	"▼"	"2,094.0"	"15:00"	"+1.0"	"+0.05%"	"361,900"
"ヒーハイスト精工"	"6433"	"ＪＱ"	"▼"	"318.0"	"15:00"	"-3.0"	"-0.93%"	"7,300"
"アマノ"	"6436"	"東１"	"▼"	"2,890.0"	"15:00"	"-18.0"	"-0.62%"	"558,300"
"ＪＵＫＩ"	"6440"	"東１"	"▼"	"1,274.0"	"15:00"	"-27.0"	"-2.08%"	"372,000"
"サンデンホールディングス"	"6444"	"東１"	"▲"	"798.0"	"15:00"	"-20.0"	"-2.44%"	"172,800"
"蛇の目ミシン"	"6445"	"東１"	"▼"	"465.0"	"15:00"	"+5.0"	"+1.09%"	"35,400"
"ブラザー工業"	"6448"	"東１"	"▲"	"2,183.0"	"15:00"	"-14.0"	"-0.64%"	"592,600"
"マックス"	"6454"	"東１"	"▼"	"1,699.0"	"15:00"	"-60.0"	"-3.41%"	"192,500"
"モリタホールディングス"	"6455"	"東１"	"▲"	"1,879.0"	"15:00"	"-34.0"	"-1.78%"	"36,900"
"グローリー"	"6457"	"東１"	"▲"	"2,800.0"	"15:00"	"-41.0"	"-1.44%"	"222,600"
